"","Reservoir","Genbank.accession","NonBrCpG","agc","NonBrCpA","GGA.Bias","M.Bias","GCA.Bias","NonBrGpC","CpG","tga","E.Bias","aca","P.Bias","ctc","brGpC","AGT.Bias","K.Bias","tcg","NonBrUpU","brApU","C.Bias","ATA.Bias","tac","ApU","brGpU","L.Bias","Artiodactyl","Carnivore","Fish","Galloanserae","Insect","Neoaves","Plant","Primate","Pterobat","Rodent","Vespbat"
"2",0,"MZ411658.1",0.324693966239574,0.0719459103673651,1.28576494442912,0.193816884661118,0.0220338983050847,0.274974253347065,1.29085649992806,0.380897066578468,0.150106417643539,0.0478813559322034,0.192891527131108,0.0390536723163842,0.0678825200808362,0.704881366890117,0.246861924686193,0.0593926553672316,0.027299406824316,1.07982082203549,0.469901063974388,0.0306497175141243,0.306539509536785,0.14604302735701,0.791527516131864,0.523150887107601,0.0963276836158192,0,0,0,0,0,0,0,0.186255301138291,0.442910279373141,0,0.370834419488568
"3",0,"MZ436120.1",0.323236099767579,0.0719983239472799,1.28485323082034,0.193816884661118,0.0218467194570136,0.273477812177503,1.28996983373503,0.37952966692911,0.150236502636657,0.047935520361991,0.19295550817871,0.0388150452488688,0.0686384021630735,0.701722177004339,0.246603970741902,0.0594598416289593,0.0274103591316925,1.07895502724205,0.470346294184521,0.0306843891402715,0.308423913043478,0.146396592026136,0.791462013340026,0.525729243762662,0.0965073529411765,0,0,0,0,0,0,0,0.185590141947021,0.441413322901531,0,0.372996535151447
"4",0,"MZ467310.1",0.323102517368448,0.0719274322586491,1.28538325114043,0.193816884661118,0.0218528995756718,0.273760330578512,1.28844562140792,0.378050994064871,0.150568091528105,0.0479490806223479,0.193484792775766,0.0388967468175389,0.0680913025381878,0.703547734713151,0.246603970741902,0.0594059405940594,0.0271431650771225,1.08006642491073,0.470633923462289,0.0306930693069307,0.306539509536785,0.146252445592586,0.790541847857929,0.524975168255295,0.0963932107496464,0,0,0,0,0,0,0,0.186196146157793,0.442956350597029,0,0.370847503245178
"5",0,"MZ498767.1",0.325132902195829,0.0726122580976306,1.28289858964728,0.192857142857143,0.0220494699646643,0.271784232365145,1.28274318252336,0.379593732527793,0.150754588831836,0.0480565371024735,0.193312104339387,0.0393639575971731,0.0687652510461005,0.709800147455682,0.245798319327731,0.0592932862190813,0.0267383572152312,1.08053106185732,0.472335708887418,0.0306713780918728,0.306849315068493,0.145224516195261,0.791231118513787,0.519899674870363,0.0964664310954064,0,0,0,0,0,0,0,0,0.443253976055203,0,0.556746023944797
"6",0,"MZ498771.1",0.32521763842262,0.0723762603426883,1.28333414834981,0.192857142857143,0.0220494699646643,0.272349272349272,1.28110048448546,0.380351851001146,0.150763837989587,0.0480565371024735,0.193323964503393,0.0393639575971731,0.0687694699601623,0.709800147455682,0.245540398740819,0.0592932862190813,0.0267399976779581,1.08073620734791,0.473072018341387,0.0306713780918728,0.306849315068493,0.145233426069713,0.791364684570251,0.519844577405879,0.0964664310954064,0,0,0,0,0,0,0,0,0.443247721623861,0,0.556752278376139
"7",0,"MZ500507.1",0.325210388588154,0.0721352508669337,1.28289858964728,0.192857142857143,0.0219081272084806,0.272066458982347,1.28206040729129,0.380343372100764,0.150762674311892,0.0480565371024735,0.193322472323382,0.0393639575971731,0.0687689391598102,0.705901443582931,0.245798319327731,0.0591519434628975,0.0267397912840424,1.08021564740615,0.47223560595028,0.0306713780918728,0.306849315068493,0.145472755914983,0.791115627181352,0.519957463662769,0.0964664310954064,0,0,0,0,0,0,0,0,0.443243987103587,0,0.556756012896413
"8",0,"MZ512916.1",0.322248177364365,0.0719423633442095,1.28577803333468,0.193816884661118,0.0219881221719457,0.273477812177503,1.28998424231089,0.378872697265822,0.150338028383747,0.047935520361991,0.19288201733813,0.0388150452488688,0.0678791733878921,0.703678234835081,0.246861924686193,0.0594598416289593,0.0272980609294952,1.07981198777318,0.470403562697145,0.0306843891402715,0.306539509536785,0.146035827253528,0.791222659554674,0.523708072560861,0.0962952488687783,0,0,0,0,0,0,0,0.186266101637911,0.442852498346394,0,0.370881400015695
"9",0,"MZ512948.1",0.32528791192274,0.072052984551131,1.28269627162336,0.192857142857143,0.0220494699646643,0.272632674297607,1.28236602359816,0.38175270015879,0.150329814943888,0.0480565371024735,0.193417978462837,0.0393639575971731,0.0682229255716689,0.70581076579079,0.245798319327731,0.0591519434628975,0.0268603856812458,1.08021564740615,0.472220855219604,0.0306713780918728,0.306849315068493,0.14554224121956,0.791968302181822,0.520235798791404,0.0964664310954064,0,0,0,0,0,0,0,0,0.443520634154283,0,0.556479365845717
"10",0,"MZ512988.1",0.321530450396925,0.0719476768129237,1.28404163835477,0.193317422434368,0.0221273568125222,0.273388773388773,1.2861218015877,0.3768903566564,0.150588160771236,0.047812166488794,0.192896263083154,0.0386339381003202,0.0678841867603665,0.708565434807385,0.24868282402529,0.0594806118818926,0.0273000770905714,1.07707014925915,0.469660442546279,0.0305940946282462,0.305898491083676,0.146285641892057,0.792477411318066,0.523600918804556,0.0964781216648879,0,0,0,0,0,0,0,0.186238177200428,0.442970234858126,0,0.370791587941445
"11",0,"MZ530308.1",0.326439479609539,0.0722160704178853,1.28116877003322,0.192857142857143,0.0220494699646643,0.271502590673575,1.28399528646419,0.380623919564094,0.150690866938654,0.0480565371024735,0.193539068719933,0.0392932862190813,0.068605266896991,0.706562988048464,0.245540398740819,0.0591519434628975,0.027010919176753,1.07976662503465,0.472713906878179,0.030530035335689,0.306849315068493,0.145635742009402,0.791986129993351,0.517997708952296,0.0964664310954064,0,0,0,0,0,0,0,0,0.442898593019536,0,0.557101406980464
